PriorityRank,Verdict,Confidence,SupplierTitle,AmazonTitle,Supplier EAN,Amazon EAN,ASIN,SupplierPrice,SellingPrice,NetProfit,ROI,Sales,Pack Verdict,Adjusted Profit,Key Match Evidence,Filter Reason,SourceSection
441,NEEDS VERIFICATION,70,TIDYZ COMPOSTABLE 15 BAGS 10LTR,Tidyz 6 Packs Of 40 White Plastic Bin Bags - Fits 15L Pedal Bin - Extra Strong Tie Handle - 240 Bags Total,5025364006043,8800202181437,B07F2MFZT5,GBP 0.80,GBP 9.38,GBP 2.73,223.5%,500,Pack mismatch 1->16.00 (need 16 units),GBP -9.33,-,"EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
442,NEEDS VERIFICATION,85,SMART CHOICE 30 BEEF/CHICKEN STICKS,Webbox Dog Delight Variety Pack of 12 (6 x Beef 6 x Chicken) 72 sticks,5052516214797,5060042470419,B07DXP3JVB,GBP 1.75,GBP 17.35,GBP 6.85,340.7%,800,Pack mismatch 1->12.00 (need 12 units),GBP -12.42,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
443,NEEDS VERIFICATION,70,BRIGHT & HOMELY SELF SEALING WATER BALLOONS BUNCH 37PCS,"Water Balloons, 333Pcs Self-tying Rapid Fill Water Balloons, 9 Water Balloon Bunches Self Sealing Colorful Splash Water Balls for Beach Party",5050796011600,-,B0BQMGSWMF,GBP 0.80,GBP 5.90,GBP 0.55,45.0%,50,Pack mismatch 1->9.00 (need 9 units),GBP -5.88,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
444,NEEDS VERIFICATION,70,MICROWAVE POPCORN BUTTER,"Pop Secret Microwave Popcorn Movie Theater Butter, Snack Size 12 Bags 21 oz",5055257868359,-,B07BMGW2WX,GBP 1.37,GBP 13.98,GBP 5.80,343.3%,100,Pack mismatch 1->12.00 (need 12 units),GBP -9.25,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
445,NEEDS VERIFICATION,70,INCENSE STICKS SANDLEWOOD PK6,"STAMFORD INC. 37107 Sandalwood Incense Sticks, 20 Sticks x 6 Packs",5028691371075,-,B00533VVB6,GBP 3.35,GBP 8.90,GBP 0.55,16.6%,300,Pack mismatch 1->3.33 (need 4 units),GBP -7.26,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
446,NEEDS VERIFICATION,85,ULTRAMAX Ni-mH AAA BATTERIES 350MAH,Cordless Phone AAA Rechargeable Batteries 500mAh NiMH 1.2V (4-Pack) BuyaBattery,5036446805522,5060408620410,B00WERT4K4,GBP 2.35,GBP 5.95,GBP 0.10,3.9%,200,Pack mismatch 1->4.00 (need 4 units),GBP -6.96,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
447,NEEDS VERIFICATION,85,LUMINUM TABLE CANDLES GREEN PACK OF 25,"Price's Candles Tapered Dinner Candles Green Unscented Wax Pack of 50 / 7 Hour Burn Time Elegant Long Candles for Home Decor, Events, Celebrations & Dining",8428451020354,-,B00CPU981U,GBP 10.34,GBP 19.29,GBP 2.08,22.7%,400,Pack mismatch 1->2.00 (need 2 units),GBP -8.26,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
448,NEEDS VERIFICATION,70,KILNER 1LTR SQUARE CLIP TOP JAR (SP),6 x Kilner Clip Top Glass Storage Jar - Square 1 Litre,5010853075914,-,B00L9YF7S6,GBP 3.48,GBP 25.30,GBP 8.49,246.2%,50,Pack mismatch 1->6.00 (need 6 units),GBP -8.91,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
449,HIGHLY LIKELY - AUDITED OUT,85,HEM INCENSE STICKS FRANKINCENSE,HEM Frankincense Incense Sticks / Pack of 6 Hexagonal Tubes / Hand Crafted in India / Mesmerizing Fragrance / 301g,8901810001268,-,B001G452AW,GBP 2.35,GBP 7.49,GBP 0.39,15.4%,50,Pack mismatch 1->6.00 (need 6 units),GBP -11.37,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
450,HIGHLY LIKELY - AUDITED OUT,85,TEA TOWELS SUPERDRY 3PK,Emma Barclay Superdry Check 6 Pack - Terry Check Luxury Tea Towel - 45x65cm,5056239427724,5050238092211,B0CNDFB8B5,GBP 2.69,GBP 8.99,GBP 0.39,13.9%,200,Pack mismatch 1->6.00 (need 6 units),GBP -13.08,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
451,NEEDS VERIFICATION,70,Mokate Gold Premium Coffee Caramel Latte 10pk,"Mokate Gold Premium Caramel Latte Coffee Sachets x10 (Pack of 12, Total 120 Sachets)",5900649077997,-,B08JQKL34C,GBP 1.77,GBP 15.49,GBP 6.54,322.6%,200,Pack mismatch 1->12.00 (need 12 units),GBP -12.95,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
452,HIGHLY LIKELY - AUDITED OUT,85,AMTECH BOX SPANNER /TOMMY BAR,Amtech K1150 6 Piece Tubular Box Spanner Set with Tommy bar,5032759049905,-,B004GY24EQ,GBP 2.74,GBP 7.69,GBP 0.21,7.3%,50,Pack mismatch 1->6.00 (need 6 units),GBP -13.47,-,confirm supplier is the 6‑piece set (K1150) vs single.,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
453,HIGHLY LIKELY - AUDITED OUT,85,WHAM CRYSTAL 160LTR CLEAR BOX & LID,"Wham Pack of 2 Crystal Storage Boxes with Lids, Plastic, 80L, Clear, 80L, Made in UK, Rectangular Storage Boxes 60 x 40 x 42cm",5038135120701,9876553862614,B08P8GS8XP,GBP 16.12,GBP 23.21,GBP 0.05,0.4%,300,Pack mismatch 1->2.00 (need 2 units),GBP -16.07,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
454,NEEDS VERIFICATION,70,DRAGON EGG 3D ASSORTED COLOURS,6Pack Dragon Eggs with Dragon Inside - 3D Printed Dragon in Egg Set Fidget Animals Toy - Easter Basket Fillers - Mythical Pieces Articulated Mobility Decor for Home Office & Easter Gifts ( Multicolor),5063389049461,-,B0F311W2BP,GBP 3.46,GBP 11.99,GBP 2.65,77.3%,500,Pack mismatch 1->6.00 (need 6 units),GBP -14.63,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
455,HIGHLY LIKELY - AUDITED OUT,85,FLOWER POT 12CM 3ASS,"12.5cm Plant Pots, 6 Pack Plastic Flower Pots with Drainage Holes and Saucers, Indoor Outdoor Planters for Succulent and All House Plants(Colourful)",8720573190565,-,B0F6LCCWZN,GBP 4.24,GBP 12.49,GBP 2.36,57.8%,400,Pack mismatch 1->6.00 (need 6 units),GBP -18.82,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
456,NEEDS VERIFICATION,85,KINGFISHER FOIL 9 DISH & LID KCF1,"BYKITCHEN Tin Foil Dishes, 9 Inch 20 Pack Sturdy Aluminium Flan Cases with Lids, Disposable Foil Pie Plates, Round Aluminium Trays for Baking Cake and Cooking",5013478557827,-,B09Y8V94V3,GBP 1.03,GBP 11.39,GBP 2.93,207.9%,100,Pack mismatch 1->20.00 (need 20 units),GBP -16.68,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
457,NEEDS VERIFICATION,70,CHRISTMAS WINE BOTTLE HOLDER ASSORTED,"KAV 12 Pcs Pack Assorted Wine Bottle Holographic Bags with Rope Holder for Christmas Gifts, Xmas Wrap, Wedding, Anniversary and Birthday Presents",5063436122420,-,B09KNCZ9T1,GBP 1.81,GBP 9.95,GBP 2.58,125.1%,100,Pack mismatch 1->12.00 (need 12 units),GBP -17.35,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
458,NEEDS VERIFICATION,70,DEKTON HACKSAW JUNIOR/ MITRE BLK 150MM,"HAUTMEC Mini Hacksaw with Mitre Box Set, 150mm (6"") Compact Hack Saw with Adjustable Cutting Angles & 6 Pcs Bi-Metal Blade, Precision Hand Saw for Wood, Metal, Plastic & DIY - HT0262",5055441408613,-,B0B82MQRLD,GBP 3.70,GBP 11.89,GBP 1.96,53.9%,50,Pack mismatch 1->6.00 (need 6 units),GBP -16.52,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
459,NEEDS VERIFICATION,85,APAC ORGANZA BAG WHITE 9X12CM PK10,Pack of 100 White Organza Bags 9 x 12 cm Organza Bags Gift Jewellery Wedding Candy Bags for Festival Party and Wedding Satin Drawstring,5055141664012,726189860173,B09VKYD5XJ,GBP 2.02,GBP 8.29,GBP 1.02,45.7%,50,Pack mismatch 1->10.00 (need 10 units),GBP -17.13,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
460,NEEDS VERIFICATION,70,PAN AROMA CANDLE ROUND APPLE CINNAMON EACH,Pan Aroma 16 Tea Lights Apple & Cinnamon,5053249216003,5053249228174,B083XH692T,GBP 1.30,GBP 6.87,GBP 1.33,81.9%,100,Pack mismatch 1->16.00 (need 16 units),GBP -18.11,-,"EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
461,NEEDS VERIFICATION,70,PAN AROMA CANDLE TALL APPLE&CINN EACH,Pan Aroma 16 Tea Lights Apple & Cinnamon,5053249224688,5053249228174,B083XH692T,GBP 1.30,GBP 6.87,GBP 1.33,81.9%,100,Pack mismatch 1->16.00 (need 16 units),GBP -18.11,-,"EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
462,NEEDS VERIFICATION,70,GLASS CLEANING WIPES 20PK,20 Pack Aquarium Cleaning Wipes Suitable for Glass and Acrylic tanks. Compatible with biorb,5050565876270,736140271498,B08CSQPFZQ,GBP 1.21,GBP 8.99,GBP 2.91,187.0%,50,Pack mismatch 1->20.00 (need 20 units),GBP -20.07,-,"EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
463,NEEDS VERIFICATION,70,KIDS CREATE PAINTS AND BRUSH SET,"Kids Paint Brushes, 19pc Childrens Painting Brush Set with Palettes, Colorful Art Brushes for Children Toddlers Beginners, Watercolor, Oil, Acrylic",5012128062339,793420053908,B09XHGKX17,GBP 1.27,GBP 6.79,GBP 0.61,38.1%,700,Pack mismatch 1->19.00 (need 19 units),GBP -22.20,-,"EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
464,HIGHLY LIKELY - AUDITED OUT,85,PYREX ESSENTIALS CASSEROLE 6.7LTR RECT,"Pyrex Essentials - Set of 3 glass casseroles high resistance 1,4L/2,1L/3L",3426470283373,764558754944,B00NEKRON4,GBP 13.57,GBP 29.84,GBP 3.19,26.9%,300,Pack mismatch 1->3.00 (need 3 units),GBP -23.96,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
465,NEEDS VERIFICATION,85,GRAFIX CLICKSTICKS 130PCES GLITTER,"Tinc Glitterarty Liquid Gel Pens for Kids / Set of 8 Different Glittery Colours with a Fruity Fragrance / Includes Snap Shut Carry Case / Great for School, Home & Trips - Pack of 8, GLITGLPN",5015934641675,5055610306023,B00F5W2EN4,GBP 3.32,GBP 7.50,GBP 0.10,3.0%,700,Pack mismatch 1->8.00 (need 8 units),GBP -23.17,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
466,NEEDS VERIFICATION,85,SOZALI ROUND CONTAINERS 220ML&450ML 2PCE SET,"[50 Pack 450ml - 16oz Round Stackable Plastic Food Container Set With Lids - Reusable, Leakproof, Dishwasher & Microwave Safe, BPA Free Meal Prep Containers",5055706699046,-,B0B6WFK4ZK,GBP 1.25,GBP 10.99,GBP 3.78,238.0%,500,Pack mismatch 1->25.00 (need 25 units),GBP -26.17,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
467,NEEDS VERIFICATION,70,THL MINI ICE CUBE TRAY WITH LID,"Mini Ice Cube Tray with Lid and Bin, 56 Pcs Ice Cube Trays for Freezer, Ice Cube Mold, Ice Molds Spill-Resistant Removable Lid & Ice Scoop, Ice Mold for Whiskey Cocktail, Tea, Coffee -Blue",8696287160227,-,B0DPW28HG7,GBP 0.66,GBP 16.99,GBP 7.26,659.8%,200,Pack mismatch 1->56.00 (need 56 units),GBP -29.04,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
468,NEEDS VERIFICATION,70,FLIP STRAW STAINLESS STEEL DRINKING CUP 3 ASSORTED COLOURS 600ML,"KAHEIGN 6Pcs Stainless Steel Cups with Lids & Straws, 360ml Unbreakable Kids Tumbler Reusable Drinking Cup Travel Mug Iced Coffee Cup with Removable Silicone Sleeves for Adults Kids Cold Hot Drinks",5050565843593,-,B0DTDQ15L1,GBP 6.00,GBP 16.99,GBP 4.07,73.3%,100,Pack mismatch 1->6.00 (need 6 units),GBP -25.95,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
469,NEEDS VERIFICATION,70,BALLOONS METALLIC ASSORTED 12,Metallic Balloons 50 Pcs 12 Inch Assorted Colors Multicoloured Shiny Glossy Latex Balloons for Birthday Wedding Party Decoration,5060066942404,-,B0BNPTPG5N,GBP 0.74,GBP 6.99,GBP 1.37,117.2%,600,Pack mismatch 1->50.00 (need 50 units),GBP -35.08,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
470,NEEDS VERIFICATION,70,BALLOONS METALLIC GOLD 12,"Gold Balloons, 50 Pcs 12 Inch Metallic Gold Balloons for Birthday Decorations, Wedding Decorations, Baby Shower, Party Decorations",5060066941759,-,B0CKQKDK2D,GBP 0.74,GBP 5.99,GBP 0.66,56.7%,700,Pack mismatch 1->50.00 (need 50 units),GBP -35.79,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
471,NEEDS VERIFICATION,70,KIDS CREATE COLOURED DOUGH STICKS IN TUB,"GEEZY Giant Dough Bucket - Non Toxic Modelling Clay for Kids - 30 Pieces, 10 Colours, 1.5 Kg Crafting Dough Tub - Coloured Clay for Kids' Arts and Crafts",5012128423406,8711252081618,B07NPRTW9Z,GBP 1.18,GBP 10.99,GBP 1.10,72.0%,50,Pack mismatch 1->30.00 (need 30 units),GBP -33.14,-,"EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
472,NEEDS VERIFICATION,85,KINGFISHER 2PK MEDIUM VACUUM BAGS VBM,"Amazon Basics Vacuum Compression Zipper Storage Bags with Airtight Valve and Hand Pump, 15-Pack, 2x X-Jumbo, 5x Jumbo, 4x (Large, Medium), 15 count (Pack of 1), Multiple, Clear",5013478137593,192233078083,B07RP7TJVT,GBP 2.78,GBP 12.80,GBP 1.16,40.3%,600,Pack mismatch 1->15.00 (need 15 units),GBP -37.82,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
473,NEEDS VERIFICATION,85,DEKTON GECKOSLIDE ASSORTED FURNITURE SLIDERS,"VABNEER Furniture Sliders for Hardwood Floors and Carpets, 16-Pack PTFE Teflon Gliders, Self-Adhesive Round Furniture Moving Pads for Chairs, Tables, Couches & Heavy Appliances (19mm)",5055441460628,-,B091KSP9VT,GBP 2.35,GBP 5.99,GBP 0.20,8.0%,100,Pack mismatch 1->16.00 (need 16 units),GBP -35.08,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
474,NEEDS VERIFICATION,85,APOLLO PAPER SMOOTHIE 20 STRAWS,"Boba Straws Disposable Bubble Tea Smoothies Straw Jumbo Milkshake Drinking Paper Straws Extra Super Wide 0.5"" Large for Shakes Slushy Tapioca Pearls Party Supplies Decorations Colorful 50 Pack",5026180082525,781903363514,B07S1JPYFL,GBP 0.88,GBP 5.98,GBP 0.10,8.1%,300,Pack mismatch 1->50.00 (need 50 units),GBP -42.82,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
475,NEEDS VERIFICATION,70,PREMIER COLOUR YOUR OWN XMAS ORNAMENT,60Pcs Wooden Christmas Tree Decorations Christmas Krafts and Arts for Kids Toddlers DIY Xmas Wooden Ornaments Paint Decorate Your Own Christmas Decorations,5053844020173,-,B0CGRF35K5,GBP 0.88,GBP 8.99,GBP 2.44,190.8%,200,Pack mismatch 1->60.00 (need 60 units),GBP -49.24,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
476,NEEDS VERIFICATION,70,WOODEN TRAIN AND CARRIAGE,16 PCS Wooden Train Set Magnetic Train Set for Girls and Boys,5012866658207,-,B09NNFKMZQ,GBP 4.50,GBP 22.94,GBP 8.25,191.8%,50,Pack mismatch 1->16.00 (need 16 units),GBP -59.25,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
477,NEEDS VERIFICATION,85,JAUNTY TUMBLERS HALF PINT,"Pack of 50 Clear Plastic Half Pint Glasses - 330ml Disposable Drinking Cups - Recyclable Plastic Tumblers for Parties, Events, BBQs, Catering, Weddings, Outdoor & Everyday Use",5055257886889,5065009030408,B0FF6TBFM8,GBP 1.21,GBP 6.50,GBP 0.18,11.5%,100,Pack mismatch 1->50.00 (need 50 units),GBP -59.09,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
478,NEEDS VERIFICATION,70,ART BOX CREATIVE COLOURING KIT WITH PENCILS,"Shuttle Art 106 Piece Deluxe Art Set, Art Supplies in Wooden Case, Painting Drawing Art Kit with Pencils Oil Pastels Watercolour Cakes Colouring Book Sketch Pad for Kids Adults",5013922068909,746268064421,B07WWY27PT,GBP 1.02,GBP 33.99,GBP 16.95,1209.2%,800,Pack mismatch 1->106.00 (need 106 units),GBP -90.40,-,"EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
479,NEEDS VERIFICATION,85,KINGFISHER LINERS 1IB LOAF TIN,"1lb Loaf Tin Liners - Pack of 100 - Non-Stick Siliconised Greaseproof Paper for Baking Bread & Cakes - Air Fryer Liner - 21x12x6.5cm - Halal & Kosher Certified - Oven, Microwave, Air Fryer Safe,",5013478121417,-,B0FH54Q4TR,GBP 0.85,GBP 6.92,GBP 1.23,97.8%,300,Pack mismatch 1->100.00 (need 100 units),GBP -83.12,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
480,NEEDS VERIFICATION,85,Plastic Food Containers 650ml 5pk,"Zuvo Plastic Food Containers 650 ml - Pack of 50 Reusable Food Containers - Perfect Clear Plastic Food Storage Containers - Microwave and Freezer Safe, Recyclable",5056175988594,5060544900162,B075XSLLBJ,GBP 1.77,GBP 12.34,GBP 1.54,75.9%,100,Pack mismatch 1->50.00 (need 50 units),GBP -85.25,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
481,NEEDS VERIFICATION,70,QUEEN OF CAKES CUPCAKE MUFFIN 100 CASES,"100 Pcs Cupcake Cases, Cake Muffin Liners, Greaseproof Foil Baking Cups Paper Wrappers, Foil Metallic Cupcake Paper Cups Household Oven Birthday Wedding Party Muffins Pastry Molds (Gold)",5053249000022,717378076703,B0B5ZPP3Q5,GBP 1.01,GBP 9.89,GBP 2.22,159.8%,100,Pack mismatch 1->100.00 (need 100 units),GBP -97.57,-,"EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
482,NEEDS VERIFICATION,70,TIDYZ 50 WHITE PEDAL BIN LINERS+HANDLE 15L,Tidyz 3 Packs Of 40 White Plastic Disposable Pedal Bin Liners - Fits 15L Bin - Extra Strong Tie Handle - 120 Bags In Total,5025364024801,8800202181567,B07F2JQ4B7,GBP 0.85,GBP 7.59,GBP 0.89,70.2%,50,Pack mismatch 1->120.00 (need 120 units),GBP -100.50,-,"EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
483,NEEDS VERIFICATION,70,PPS PLASTIC CUTLERY HEAVY DUTY 50 SPOONS BLACK,"150 Pcs Heavy Duty Black Plastic Cutlery Set 3 Sets of 50 Knives, Forks, Spoons Modern, Reusable, Lightweight Perfect for Parties, Outdoor, Picnic, Birthday, Camping",50304811950246,-,B0DPNM9J3L,GBP 0.91,GBP 10.79,GBP 3.06,233.7%,50,Pack mismatch 1->150.00 (need 150 units),GBP -132.83,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
484,NEEDS VERIFICATION,70,CHRISTMAS CRAFT SNOWMAN,"GWHOLE Christmas Crafts Snowman Wooden Bead with Face,123 pcs Christmas Bead Kit for Adult DIY Bracelet Making Winter Xmas Tree Decoration",5056170317900,-,B0CDVSZDFX,GBP 1.14,GBP 7.99,GBP 1.75,116.6%,100,Pack mismatch 1->123.00 (need 123 units),GBP -137.33,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
485,NEEDS VERIFICATION,70,APOLLO BALLOON WHISK,"Apollo Whisk Rainbow, silicone, 26cm, 25x6x6",5026180097994,-,B01H2SJJAE,GBP 0.94,GBP 4.90,GBP 0.68,51.4%,200,Pack mismatch 1->150.00 (need 150 units),GBP -138.78,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
486,NEEDS VERIFICATION,70,TIDYZ PEDAL BIN LINERS 40 WHITE TIE HANDLE 15L,Tidyz 6 Packs Of 40 White Plastic Bin Bags - Fits 15L Pedal Bin - Extra Strong Tie Handle - 240 Bags Total,5025364000652,8800202181437,B07F2MFZT5,GBP 0.80,GBP 9.38,GBP 2.73,223.5%,500,Pack mismatch 1->240.00 (need 240 units),GBP -189.43,-,"EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
487,NEEDS VERIFICATION,85,VPL PRINCE SET 8 ROUND FOOD BOX,"50 Pack- 250ml / 8oz Round Stackable Plastic Food Container Set With Lids - Reusable, Leakproof, Dishwasher & Microwave Safe, BPA Free Containers (50)",808349564883,-,B0BRNRBHWK,GBP 4.73,GBP 10.50,GBP 0.54,12.0%,500,Pack mismatch 1->50.00 (need 50 units),GBP -231.13,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
488,HIGHLY LIKELY - AUDITED OUT,85,WHAM CRYSTAL 32LTR SMOKE BOX & LID,"Wham Crystal 5 x 32L Stackable Plastic Storage Boxes with Lids / Ideal for Home, Office, Toys & More / Medium Boxes / Made in UK - Clear",5038135251009,9786040194312,6040194316,GBP 4.57,GBP 28.99,GBP 5.02,115.1%,100,Pack mismatch 1->160.00 (need 160 units),GBP -721.93,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
489,NEEDS VERIFICATION,85,RYSONS KITCHEN SPLATTER COVER LID,"Splatter Screen for Frying Pan 33cm - Oil Splash Guard Lid with Handle for Pots & Pans - Kitchen Cooking Cover, Dishwasher Safe, Durable Metal Mesh (33x33 With Handle)",5056239413079,-,B097CMV2JP,GBP 1.21,GBP 6.99,GBP 0.12,7.5%,100,Pack mismatch 1->1089.00 (need 1089 units),GBP -1315.93,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
490,HIGHLY LIKELY - AUDITED OUT,85,WHAM CRYSTAL 60LTR SMOKE BOX & LID,"Wham Crystal 5 x 60L Stackable Plastic Storage Boxes with Lids / Ideal for Home, Office, Toys & More / Large Boxes / Made in UK - Clear",5038135251504,5057604505252,B0B5TP5BRN,GBP 6.30,GBP 40.80,GBP 13.81,238.1%,50,Pack mismatch 1->300.00 (need 300 units),GBP -1869.89,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
491,NEEDS VERIFICATION,70,GLOW IN THE DARK TRACK BUILDER,"Car Track Glow in the Dark, Glow Race Tracks Toy with 2 LED Light Race Cars, 360PCS Flexible Race Track Construction Toy Gifts for 3 4 5 6 Year+Boys Girls",5063436125179,-,B0BYDNZM95,GBP 5.98,GBP 23.39,GBP 8.63,156.0%,400,Pack mismatch 1->360.00 (need 360 units),GBP -2136.76,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
492,HIGHLY LIKELY - AUDITED OUT,85,FRAMED ART - MANCHESTER UNITED KITS 40CM X 40CM,"A4 Framed Manchester United FC Legends, Repro Signed Wall Art Print, Premier League, Football, Gift Idea (framed 31 x 23 x 1 cms)",5060899566334,-,B0F4RS323K,GBP 14.78,GBP 21.99,GBP 0.30,2.3%,50,Pack mismatch 1->713.00 (need 713 units),GBP -10525.91,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
